,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
871,Costa Rica,CRI,2021-02-13,,,,2939.0,,,,577.0,Pfizer/BioNTech,National Health Commission,https://www.larepublica.net/noticia/en-costa-rica-ya-se-aplicaron-mas-de-100-mil-vacunas-contra-covid-19
872,Costa Rica,CRI,2021-02-14,,,,3029.0,,,,595.0,Pfizer/BioNTech,National Health Commission,https://www.larepublica.net/noticia/en-costa-rica-ya-se-aplicaron-mas-de-100-mil-vacunas-contra-covid-19
873,Costa Rica,CRI,2021-02-15,96948.0,54395.0,42553.0,3119.0,1.9,1.07,0.84,612.0,Pfizer/BioNTech,National Health Commission,https://www.larepublica.net/noticia/en-costa-rica-ya-se-aplicaron-mas-de-100-mil-vacunas-contra-covid-19
874,Costa Rica,CRI,2021-02-16,,,,2760.0,,,,542.0,Pfizer/BioNTech,National Health Commission,https://www.larepublica.net/noticia/en-costa-rica-ya-se-aplicaron-mas-de-100-mil-vacunas-contra-covid-19
875,Costa Rica,CRI,2021-02-17,,,,2401.0,,,,471.0,Pfizer/BioNTech,National Health Commission,https://www.larepublica.net/noticia/en-costa-rica-ya-se-aplicaron-mas-de-100-mil-vacunas-contra-covid-19
876,Costa Rica,CRI,2021-02-18,,,,2042.0,,,,401.0,Pfizer/BioNTech,National Health Commission,https://www.larepublica.net/noticia/en-costa-rica-ya-se-aplicaron-mas-de-100-mil-vacunas-contra-covid-19
877,Costa Rica,CRI,2021-02-19,,,,1683.0,,,,330.0,Pfizer/BioNTech,National Health Commission,https://www.larepublica.net/noticia/en-costa-rica-ya-se-aplicaron-mas-de-100-mil-vacunas-contra-covid-19
878,Costa Rica,CRI,2021-02-20,,,,1323.0,,,,260.0,Pfizer/BioNTech,National Health Commission,https://www.larepublica.net/noticia/en-costa-rica-ya-se-aplicaron-mas-de-100-mil-vacunas-contra-covid-19
879,Costa Rica,CRI,2021-02-21,,,,964.0,,,,189.0,Pfizer/BioNTech,National Health Commission,https://www.larepublica.net/noticia/en-costa-rica-ya-se-aplicaron-mas-de-100-mil-vacunas-contra-covid-19
880,Costa Rica,CRI,2021-02-22,101183.0,57162.0,44021.0,605.0,1.99,1.12,0.86,119.0,Pfizer/BioNTech,National Health Commission,https://www.larepublica.net/noticia/en-costa-rica-ya-se-aplicaron-mas-de-100-mil-vacunas-contra-covid-19
881,Croatia,HRV,2020-12-30,7864.0,7864.0,,,0.19,0.19,,,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
882,Croatia,HRV,2020-12-31,,,,1105.0,,,,269.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
883,Croatia,HRV,2021-01-01,,,,1105.0,,,,269.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
884,Croatia,HRV,2021-01-02,,,,1105.0,,,,269.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
885,Croatia,HRV,2021-01-03,12285.0,12285.0,,1105.0,0.3,0.3,,269.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
886,Croatia,HRV,2021-01-04,,,,1036.0,,,,252.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
887,Croatia,HRV,2021-01-05,13798.0,13798.0,,989.0,0.34,0.34,,241.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
888,Croatia,HRV,2021-01-06,,,,1334.0,,,,325.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
889,Croatia,HRV,2021-01-07,20603.0,20603.0,,1662.0,0.5,0.5,,405.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
890,Croatia,HRV,2021-01-08,24985.0,24985.0,,2130.0,0.61,0.61,,519.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
891,Croatia,HRV,2021-01-09,30000.0,30000.0,,2689.0,0.73,0.73,,655.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
892,Croatia,HRV,2021-01-10,,,,2693.0,,,,656.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
893,Croatia,HRV,2021-01-11,,,,2748.0,,,,669.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
894,Croatia,HRV,2021-01-12,,,,2802.0,,,,683.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
895,Croatia,HRV,2021-01-13,34553.0,34553.0,,2479.0,0.84,0.84,,604.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
896,Croatia,HRV,2021-01-14,38000.0,38000.0,,2485.0,0.93,0.93,,605.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
897,Croatia,HRV,2021-01-15,41532.0,41532.0,,2364.0,1.01,1.01,,576.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
898,Croatia,HRV,2021-01-16,45906.0,45906.0,,2272.0,1.12,1.12,,553.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
899,Croatia,HRV,2021-01-17,,,,2510.0,,,,611.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
900,Croatia,HRV,2021-01-18,,,,2747.0,,,,669.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
901,Croatia,HRV,2021-01-19,54304.0,54304.0,,2984.0,1.32,1.32,,727.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
902,Croatia,HRV,2021-01-20,,,,3329.0,,,,811.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
903,Croatia,HRV,2021-01-21,,,,3343.0,,,,814.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
904,Croatia,HRV,2021-01-22,64951.0,,,3346.0,1.58,,,815.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
905,Croatia,HRV,2021-01-23,,,,2960.0,,,,721.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
906,Croatia,HRV,2021-01-24,,,,2800.0,,,,682.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
907,Croatia,HRV,2021-01-25,69984.0,58077.0,11907.0,2640.0,1.7,1.41,0.29,643.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
908,Croatia,HRV,2021-01-26,,,,2598.0,,,,633.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
909,Croatia,HRV,2021-01-27,,,,2448.0,,,,596.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
910,Croatia,HRV,2021-01-28,,,,2299.0,,,,560.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
911,Croatia,HRV,2021-01-29,80000.0,,,2150.0,1.95,,,524.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
912,Croatia,HRV,2021-01-30,,,,2097.0,,,,511.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
913,Croatia,HRV,2021-01-31,,,,2045.0,,,,498.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
914,Croatia,HRV,2021-02-01,83928.0,58829.0,25099.0,1992.0,2.04,1.43,0.61,485.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
915,Croatia,HRV,2021-02-02,,,,1920.0,,,,468.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
916,Croatia,HRV,2021-02-03,87929.0,59064.0,28865.0,1848.0,2.14,1.44,0.7,450.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
917,Croatia,HRV,2021-02-04,95505.0,59593.0,35912.0,2573.0,2.33,1.45,0.87,627.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
918,Croatia,HRV,2021-02-05,,,,2406.0,,,,586.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
919,Croatia,HRV,2021-02-06,,,,2411.0,,,,587.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
920,Croatia,HRV,2021-02-07,,,,2415.0,,,,588.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
921,Croatia,HRV,2021-02-08,,,,2420.0,,,,589.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
922,Croatia,HRV,2021-02-09,102207.0,61241.0,41966.0,2326.0,2.49,1.49,1.02,567.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
923,Croatia,HRV,2021-02-10,,,,2794.0,,,,681.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
924,Croatia,HRV,2021-02-11,112774.0,64775.0,47969.0,2467.0,2.75,1.58,1.17,601.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
925,Croatia,HRV,2021-02-12,,,,2555.0,,,,622.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
926,Croatia,HRV,2021-02-13,,,,2643.0,,,,644.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
927,Croatia,HRV,2021-02-14,,,,2731.0,,,,665.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
928,Croatia,HRV,2021-02-15,120603.0,67825.0,52778.0,2819.0,2.94,1.65,1.29,687.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
929,Croatia,HRV,2021-02-16,,,,3657.0,,,,891.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
930,Croatia,HRV,2021-02-17,,,,3932.0,,,,958.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
931,Croatia,HRV,2021-02-18,142222.0,87169.0,55053.0,4207.0,3.46,2.12,1.34,1025.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
932,Croatia,HRV,2021-02-19,,,,4782.0,,,,1165.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
933,Croatia,HRV,2021-02-20,,,,5356.0,,,,1305.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
934,Croatia,HRV,2021-02-21,,,,5931.0,,,,1445.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
935,Croatia,HRV,2021-02-22,166146.0,108311.0,57835.0,6506.0,4.05,2.64,1.41,1585.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/razgovara-se-o-popustanju-mjera-ono-treba-biti-postupno-racionalno-i-u-kontekstu-ukupne-epidemioloske-situacije/31540
936,Cyprus,CYP,2021-01-06,3901.0,3901.0,,,0.45,0.45,,,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
937,Cyprus,CYP,2021-01-07,,,,534.0,,,,610.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
938,Cyprus,CYP,2021-01-08,,,,534.0,,,,610.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
939,Cyprus,CYP,2021-01-09,,,,534.0,,,,610.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
940,Cyprus,CYP,2021-01-10,6035.0,6035.0,,534.0,0.69,0.69,,610.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
941,Cyprus,CYP,2021-01-11,,,,566.0,,,,646.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
942,Cyprus,CYP,2021-01-12,,,,588.0,,,,671.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
943,Cyprus,CYP,2021-01-13,,,,604.0,,,,690.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
944,Cyprus,CYP,2021-01-14,,,,628.0,,,,717.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
945,Cyprus,CYP,2021-01-15,,,,651.0,,,,743.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
946,Cyprus,CYP,2021-01-16,10226.0,10226.0,,675.0,1.17,1.17,,771.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
947,Cyprus,CYP,2021-01-17,,,,752.0,,,,859.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
948,Cyprus,CYP,2021-01-18,,,,806.0,,,,920.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
949,Cyprus,CYP,2021-01-19,,,,859.0,,,,981.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
950,Cyprus,CYP,2021-01-20,,,,913.0,,,,1042.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
951,Cyprus,CYP,2021-01-21,,,,966.0,,,,1103.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
952,Cyprus,CYP,2021-01-22,,,,1020.0,,,,1165.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
953,Cyprus,CYP,2021-01-23,17739.0,15322.0,2057.0,1073.0,2.03,1.75,0.23,1225.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
954,Cyprus,CYP,2021-01-24,,,,1079.0,,,,1232.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
955,Cyprus,CYP,2021-01-25,,,,1084.0,,,,1238.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
956,Cyprus,CYP,2021-01-26,,,,1090.0,,,,1244.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
957,Cyprus,CYP,2021-01-27,,,,1095.0,,,,1250.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
958,Cyprus,CYP,2021-01-28,,,,1101.0,,,,1257.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
959,Cyprus,CYP,2021-01-29,,,,1106.0,,,,1263.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
960,Cyprus,CYP,2021-01-30,25519.0,19618.0,5551.0,1111.0,2.91,2.24,0.63,1268.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
961,Cyprus,CYP,2021-01-31,,,,1102.0,,,,1258.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
962,Cyprus,CYP,2021-02-01,,,,1093.0,,,,1248.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
963,Cyprus,CYP,2021-02-02,,,,1083.0,,,,1236.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
964,Cyprus,CYP,2021-02-03,,,,1074.0,,,,1226.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
965,Cyprus,CYP,2021-02-04,,,,1064.0,,,,1215.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
966,Cyprus,CYP,2021-02-05,,,,1055.0,,,,1204.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
967,Cyprus,CYP,2021-02-06,32837.0,22813.0,10024.0,1045.0,3.75,2.6,1.14,1193.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
968,Cyprus,CYP,2021-02-07,,,,1133.0,,,,1294.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
969,Cyprus,CYP,2021-02-08,,,,1220.0,,,,1393.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
970,Cyprus,CYP,2021-02-09,,,,1307.0,,,,1492.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
971,Cyprus,CYP,2021-02-10,,,,1394.0,,,,1592.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
972,Cyprus,CYP,2021-02-11,,,,1482.0,,,,1692.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
